id_procedimento,id_animal,carimbo_ts,data_do_procedimento,nome_do_profissional,tipo_de_evento,categoria_medicamento,nome_medicamento,categoria_vacina,nome_vacina,nome_cirurgia_realizada
c7af543d,6518cb62,09/11/2025 16:57:28,09/11/2025,Bruno,Vacina,,,Parvovirose,Vacina Parvovirose (Isolada),
176f9b19,6518cb62,07/03/2026 13:37:24,07/03/2026,Bruno,Consulta Veterinária,,,,,
1fa4151f,33254217,12/04/2026 15:36:30,12/04/2026,Aelton,Medicamento,Antibiótico,Doxiciclina,,,
5bcd47a5,33254217,11/03/2026 16:07:14,11/03/2026,Aelton,Cirurgia,,,,,Castração Emergencial
8efd19e4,33254217,10/05/2026 18:18:57,10/05/2026,Aelton,Cirurgia,,,,,Amputação
5103079f,33254217,29/05/2026 08:34:29,29/05/2026,Aelton,Vacina,,,Rinotraqueíte,Vacina Rinotraqueíte,
13350c46,ee229547,09/05/2026 11:50:31,09/05/2026,Victor,Consulta Veterinária,,,,,
e9a7aacd,ee229547,03/05/2026 16:30:30,03/05/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
7be880df,ee229547,04/05/2026 09:51:50,04/05/2026,Victor,Medicamento,Anti-inflamatórios / Analgésico,Carprofeno,,,
85cdc55c,ee229547,12/05/2026 15:27:32,12/05/2026,Victor,Castração,,,,,Castração Eletiva
f4974a1c,9ac87eaf,07/05/2026 11:25:40,07/05/2026,Bruno,Castração,,,,,Castração Eletiva
fbba5363,9ac87eaf,20/04/2026 14:34:32,20/04/2026,Bruno,Medicamento,Antiparasitário interno,Bravecto,,,
4f84ce39,9ac87eaf,29/04/2026 12:17:40,29/04/2026,Bruno,Consulta Veterinária,,,,,
a2f6d688,9ac87eaf,29/04/2026 17:15:02,29/04/2026,Bruno,Vacina,,,Panleucopenia,Vacina Panleucopenia,
36a54605,8e02430b,05/06/2026 11:14:59,05/06/2026,Michelly,Castração,,,,,Castração Eletiva
5771d7fa,8e02430b,06/06/2026 15:54:35,06/06/2026,Michelly,Consulta Veterinária,,,,,
dfee36b1,3297337f,17/12/2025 13:17:25,17/12/2025,Michelly,Consulta Veterinária,,,,,
9d9c8e9c,3297337f,18/01/2026 15:56:26,18/01/2026,Michelly,Vacina,,,Panleucopenia,Vacina Panleucopenia,
ee5dfdb6,3297337f,24/09/2025 17:57:53,24/09/2025,Michelly,Consulta Veterinária,,,,,
9bfcc499,03bc3f5b,15/01/2026 18:52:10,15/01/2026,Victor,Medicamento,Antialérgico,Loratadina,,,
b2a4b60a,03bc3f5b,01/10/2025 15:05:35,01/10/2025,Victor,Consulta Veterinária,,,,,
b58c4705,22d2f3aa,16/09/2025 12:35:41,16/09/2025,Michelly,Vacina,,,Reprodutiva,Vacina Específica,
b4f7c23e,22d2f3aa,23/09/2025 17:01:31,23/09/2025,Michelly,Vacina,,,Antirrábica,Vacina Antirrábica Padrão,
72f22f01,22d2f3aa,12/10/2025 12:29:35,12/10/2025,Michelly,Cirurgia,,,,,Castração Emergencial
cfe19930,83afe5f1,04/06/2026 08:28:27,04/06/2026,Victor,Medicamento,Hormônio,Insulina,,,
86862073,83afe5f1,16/05/2026 10:28:16,16/05/2026,Victor,Medicamento,Antialérgico,Loratadina,,,
c50cd160,36a148dc,29/03/2026 15:02:16,29/03/2026,Michelly,Vacina,,,Calicivirose,Vacina Calicivirose,
6639dc07,36a148dc,26/01/2026 09:27:16,26/01/2026,Michelly,Cirurgia,,,,,Amputação
b44e6125,36a148dc,10/02/2026 10:28:43,10/02/2026,Michelly,Medicamento,Antiparasitário interno,Bravecto,,,
38f62abc,36a148dc,16/03/2026 17:14:22,16/03/2026,Michelly,Medicamento,Gastrointestinal,Omeprazol,,,
7292dc9d,11dfc158,30/11/2025 09:49:48,30/11/2025,Aelton,Consulta Veterinária,,,,,
bb957b41,11dfc158,11/03/2026 15:25:46,11/03/2026,Aelton,Consulta Veterinária,,,,,
18f77801,bda38bc6,15/12/2025 13:38:47,15/12/2025,Aelton,Castração,,,,,Castração Eletiva
e53c03bb,916cd34e,03/06/2026 11:37:11,03/06/2026,Bruno,Vacina,,,Rinotraqueíte,Vacina Rinotraqueíte,
2f7730a1,916cd34e,27/05/2026 10:03:29,27/05/2026,Bruno,Consulta Veterinária,,,,,
281df476,916cd34e,09/05/2026 09:35:43,09/05/2026,Bruno,Consulta Veterinária,,,,,
5415955a,69670812,01/05/2026 08:54:22,01/05/2026,Aelton,Vacina,,,Newcastle,Vacina Newcastle,
da7a9edf,26d4d54c,06/05/2026 10:39:33,06/05/2026,Victor,Cirurgia,,,,,Castração Emergencial
3847e619,26d4d54c,18/04/2026 14:56:25,18/04/2026,Victor,Castração,,,,,Castração Eletiva
84829adc,26d4d54c,27/09/2025 13:32:00,27/09/2025,Victor,Castração,,,,,Castração Eletiva
1d42e528,26d4d54c,08/06/2026 14:22:29,08/06/2026,Victor,Consulta Veterinária,,,,,
80ef4739,36d7a08f,14/03/2026 17:13:15,14/03/2026,Victor,Cirurgia,,,,,Amputação
4580c1d5,36d7a08f,09/02/2026 08:44:11,09/02/2026,Victor,Cirurgia,,,,,Castração Emergencial
501c4d87,36d7a08f,22/10/2025 09:43:14,22/10/2025,Victor,Consulta Veterinária,,,,,
5f48c74b,24a5f878,15/09/2025 16:47:41,15/09/2025,Michelly,Consulta Veterinária,,,,,
55765c2f,24a5f878,16/02/2026 18:58:45,16/02/2026,Michelly,Medicamento,Antifúngico,Cetoconazol,,,
42b004ad,24a5f878,14/11/2025 09:16:33,14/11/2025,Michelly,Medicamento,Ontológico,Limpador Auricular,,,
b9430b36,24a5f878,06/04/2026 10:19:14,06/04/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
d4b02dd9,acb0109b,28/05/2026 11:15:35,28/05/2026,Aelton,Medicamento,Dermatológico,Pomada Cicatrizante,,,
aad24acb,acb0109b,22/04/2026 14:21:24,22/04/2026,Aelton,Castração,,,,,Castração Eletiva
653a6186,a26b2dfd,10/05/2026 18:33:59,10/05/2026,Bruno,Consulta Veterinária,,,,,
ded2850d,a26b2dfd,16/05/2026 11:25:18,16/05/2026,Bruno,Consulta Veterinária,,,,,
9dc3bdc8,a26b2dfd,24/02/2026 10:32:44,24/02/2026,Bruno,Castração,,,,,Castração Eletiva
8b10a250,a26b2dfd,12/04/2026 09:22:04,12/04/2026,Bruno,Medicamento,Gastrointestinal,Omeprazol,,,
214a770b,0b0fd6fc,08/06/2026 18:11:32,08/06/2026,Aelton,Vacina,,,Cinomose,Vacina Cinomose (Isolada),
c07afcf1,0b0fd6fc,18/05/2026 11:23:43,18/05/2026,Aelton,Vacina,,,Marek,Vacina Doença de Marek,
e2820f4f,0b0fd6fc,25/05/2026 10:39:26,25/05/2026,Aelton,Medicamento,Antiviral,Interferon,,,
f9089cbe,0b0fd6fc,17/05/2026 10:59:18,17/05/2026,Aelton,Cirurgia,,,,,Ortopedia
bba94e85,741e3686,26/01/2026 10:01:57,26/01/2026,Bruno,Castração,,,,,Castração Eletiva
07537444,741e3686,18/02/2026 17:11:22,18/02/2026,Bruno,Vacina,,,Gastrointestinal,Vacina Giárdia,
7c79b0e3,741e3686,25/03/2026 11:17:16,25/03/2026,Bruno,Consulta Veterinária,,,,,
7a13ca22,977356d3,20/05/2026 10:23:52,20/05/2026,Bruno,Vacina,,,Panleucopenia,Vacina Panleucopenia,
d30ff6e7,977356d3,04/04/2026 12:33:58,04/04/2026,Bruno,Vacina,,,Polivalente,V10,
56aa6f59,977356d3,15/03/2026 14:17:58,15/03/2026,Bruno,Vacina,,,Calicivirose,Vacina Calicivirose,
e9e34ed4,977356d3,12/03/2026 12:53:17,12/03/2026,Bruno,Vacina,,,Newcastle,Vacina Newcastle,
a559c529,54e348c0,21/01/2026 14:59:10,21/01/2026,Bruno,Vacina,,,Respiratória,Vacina Gripe Canina (Bordetella),
8f9be1c5,54e348c0,07/03/2026 16:48:01,07/03/2026,Bruno,Vacina,,,Brucelose,Vacina Brucelose,
37a1f03f,b99e0b33,12/05/2026 09:52:25,12/05/2026,Aelton,Castração,,,,,Castração Eletiva
78434ef1,b99e0b33,08/04/2026 13:31:38,08/04/2026,Aelton,Consulta Veterinária,,,,,
f75e2838,b99e0b33,02/05/2026 17:58:06,02/05/2026,Aelton,Castração,,,,,Castração Eletiva
c10ceba4,a5a14dec,19/05/2026 18:44:53,19/05/2026,Michelly,Medicamento,Suplementos / Vitaminas,Cálcio,,,
417f8665,a5a14dec,06/06/2026 18:56:12,06/06/2026,Michelly,Castração,,,,,Castração Eletiva
0cb09ee7,a5a14dec,11/06/2026 10:13:14,11/06/2026,Michelly,Vacina,,,Gastrointestinal,Vacina Giárdia,
ab856b37,a5a14dec,20/05/2026 13:34:04,20/05/2026,Michelly,Vacina,,,Marek,Vacina Doença de Marek,
2f753cb1,b9e2bf51,10/05/2026 16:29:13,10/05/2026,Michelly,Consulta Veterinária,,,,,
1c4c6f1b,b9e2bf51,20/05/2026 15:32:23,20/05/2026,Michelly,Castração,,,,,Castração Eletiva
ab474c03,b9e2bf51,12/06/2026 12:46:40,12/06/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
fa6671b7,b9e2bf51,08/05/2026 18:08:08,08/05/2026,Michelly,Cirurgia,,,,,Amputação
bd89e8ce,9f105079,10/04/2026 10:36:42,10/04/2026,Bruno,Vacina,,,Panleucopenia,Vacina Panleucopenia,
c2cf5f30,9f105079,31/05/2026 14:45:18,31/05/2026,Bruno,Vacina,,,Calicivirose,Vacina Calicivirose,
dac4071a,9f105079,21/07/2025 14:16:37,21/07/2025,Bruno,Cirurgia,,,,,Remoção de Nódulo
10af5fda,0da59074,11/06/2026 18:49:18,11/06/2026,Michelly,Medicamento,Anti-inflamatórios / Analgésico,Carprofeno,,,
8d87e9bf,0b8d69cc,28/11/2025 18:47:33,28/11/2025,Bruno,Consulta Veterinária,,,,,
86d21f72,a72b8aa7,10/01/2026 14:20:45,10/01/2026,Victor,Consulta Veterinária,,,,,
4cd072c7,33c82046,21/02/2026 13:34:59,21/02/2026,Bruno,Medicamento,Antibiótico,Enrofloxacina,,,
a5105ba1,1786245e,03/06/2026 15:38:05,03/06/2026,Bruno,Consulta Veterinária,,,,,
177c955f,1786245e,12/01/2026 09:10:25,12/01/2026,Bruno,Cirurgia,,,,,Amputação
dc67f2ab,1786245e,01/02/2026 14:51:09,01/02/2026,Bruno,Medicamento,Suplementos / Vitaminas,Vitamina B12,,,
3b3e978b,48c8de07,30/03/2026 17:21:47,30/03/2026,Michelly,Cirurgia,,,,,Ortopedia
f32df214,48c8de07,29/01/2026 12:39:38,29/01/2026,Michelly,Medicamento,Anti-inflamatórios / Analgésico,Carprofeno,,,
11a9116f,48c8de07,08/06/2026 09:59:23,08/06/2026,Michelly,Cirurgia,,,,,Ortopedia
ed8f6405,48c8de07,31/12/2025 18:11:33,31/12/2025,Michelly,Medicamento,Anestésico / Sedativo,Cetamina,,,
175d8176,e7227a43,31/05/2026 18:41:12,31/05/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
44094391,e7227a43,11/06/2026 15:01:21,11/06/2026,Victor,Vacina,,,Calicivirose,Vacina Calicivirose,
939536f7,e7227a43,09/06/2026 15:10:38,09/06/2026,Victor,Cirurgia,,,,,Amputação
9a8c989c,e7227a43,31/05/2026 18:40:06,31/05/2026,Victor,Consulta Veterinária,,,,,
f9387fe8,3b97e74d,18/10/2025 17:53:32,18/10/2025,Victor,Consulta Veterinária,,,,,
e2d54a00,2721e9b8,10/06/2026 14:27:10,10/06/2026,Bruno,Consulta Veterinária,,,,,
36dee083,2721e9b8,12/06/2026 18:40:13,12/06/2026,Bruno,Castração,,,,,Castração Eletiva
2d4ad6b5,2721e9b8,08/06/2026 10:26:13,08/06/2026,Bruno,Cirurgia,,,,,Ortopedia
92895486,2721e9b8,12/06/2026 10:57:35,12/06/2026,Bruno,Vacina,,,Cinomose,Vacina Cinomose (Isolada),
9cb759d1,18008b77,04/04/2026 13:37:45,04/04/2026,Bruno,Castração,,,,,Castração Eletiva
5215962c,18008b77,14/05/2026 17:25:30,14/05/2026,Bruno,Medicamento,Outro,Soro Fisiológico,,,
17a0c920,18008b77,04/06/2026 15:19:51,04/06/2026,Bruno,Cirurgia,,,,,Ortopedia
4b0db4b1,7fd2173c,04/06/2026 17:17:21,04/06/2026,Michelly,Consulta Veterinária,,,,,
135672de,7fd2173c,20/05/2026 16:25:52,20/05/2026,Michelly,Cirurgia,,,,,Castração Emergencial
675d9aad,736c1458,05/10/2025 11:44:59,05/10/2025,Michelly,Castração,,,,,Castração Eletiva
8312553e,736c1458,16/12/2025 15:33:44,16/12/2025,Michelly,Cirurgia,,,,,Remoção de Nódulo
ac57d324,736c1458,12/04/2026 17:46:37,12/04/2026,Michelly,Medicamento,Oftálmico,Pomada Oftálmica,,,
7c2afa1e,736c1458,05/03/2026 12:38:17,05/03/2026,Michelly,Medicamento,Hormônio,Insulina,,,
51a49e69,29c69cc1,24/05/2026 09:52:54,24/05/2026,Victor,Castração,,,,,Castração Eletiva
cd434fa1,29c69cc1,25/05/2026 13:15:25,25/05/2026,Victor,Consulta Veterinária,,,,,
f6b15a3a,29c69cc1,13/05/2026 09:53:18,13/05/2026,Victor,Cirurgia,,,,,Castração Emergencial
735fe6d9,29c69cc1,10/06/2026 13:57:11,10/06/2026,Victor,Medicamento,Cardiológico,Pimobendan,,,
d5dab1f3,3dbf4319,20/05/2026 08:47:21,20/05/2026,Bruno,Castração,,,,,Castração Eletiva
d62d34ae,3dbf4319,12/06/2026 14:15:24,12/06/2026,Bruno,Vacina,,,Reprodutiva,Vacina Específica,
a0c5d542,7678a2bd,10/06/2026 08:39:19,10/06/2026,Michelly,Medicamento,Suplementos / Vitaminas,Cálcio,,,
a70d78ff,ec17259b,02/12/2025 11:35:20,02/12/2025,Bruno,Vacina,,,Gastrointestinal,Vacina Giárdia,
ac2d4327,ec17259b,03/10/2025 08:52:34,03/10/2025,Bruno,Consulta Veterinária,,,,,
12b5bae0,ec17259b,06/06/2026 18:34:27,06/06/2026,Bruno,Medicamento,Antibiótico,Amoxicilina,,,
e3528640,ec17259b,16/04/2026 12:04:26,16/04/2026,Bruno,Vacina,,,Calicivirose,Vacina Calicivirose,
7c991818,d9997ae0,04/05/2026 18:19:08,04/05/2026,Victor,Vacina,,,Newcastle,Vacina Newcastle,
5719d41f,d9997ae0,13/09/2025 10:30:35,13/09/2025,Victor,Castração,,,,,Castração Eletiva
2f82de4a,d9997ae0,21/04/2026 17:54:45,21/04/2026,Victor,Vacina,,,Brucelose,Vacina Brucelose,
9c8c90e8,3afd04ed,10/04/2026 10:38:51,10/04/2026,Bruno,Vacina,,,Rinotraqueíte,Vacina Rinotraqueíte,
17f8c6d7,d9f466f2,17/05/2026 08:53:01,17/05/2026,Victor,Castração,,,,,Castração Eletiva
acce0db4,d9f466f2,12/06/2026 18:28:49,12/06/2026,Victor,Consulta Veterinária,,,,,
9bae94b4,d9f466f2,31/01/2026 18:13:54,31/01/2026,Victor,Castração,,,,,Castração Eletiva
29cf641e,d9f466f2,04/03/2026 11:59:49,04/03/2026,Victor,Medicamento,Ontológico,Limpador Auricular,,,
d3d0d8a2,ce663963,14/06/2026 09:25:03,14/06/2026,Aelton,Cirurgia,,,,,Ortopedia
10ac115f,ce663963,28/05/2026 16:16:42,28/05/2026,Aelton,Vacina,,,Cinomose,Vacina Cinomose (Isolada),
1687f6ec,ce663963,13/06/2026 08:45:56,13/06/2026,Aelton,Castração,,,,,Castração Eletiva
03b046b8,62ab44b8,30/04/2026 08:39:18,30/04/2026,Aelton,Cirurgia,,,,,Ortopedia
2127b252,4cf4a51d,14/01/2026 16:32:18,14/01/2026,Victor,Castração,,,,,Castração Eletiva
c6ee1fe1,4cf4a51d,31/01/2026 15:35:27,31/01/2026,Victor,Medicamento,Antiparasitário interno,Ivermectina,,,
0daed414,4cf4a51d,24/02/2026 13:32:21,24/02/2026,Victor,Castração,,,,,Castração Eletiva
00ce8c07,a0143bc0,30/11/2025 16:51:39,30/11/2025,Aelton,Vacina,,,Antirrábica,Vacina Antirrábica Padrão,
67612840,75996da1,13/06/2026 17:07:01,13/06/2026,Aelton,Cirurgia,,,,,Amputação
b744626a,75996da1,13/06/2026 10:18:53,13/06/2026,Aelton,Vacina,,,Influenza,Vacina Influenza Equina/Aviária,
106c0f78,75996da1,13/06/2026 14:31:15,13/06/2026,Aelton,Castração,,,,,Castração Eletiva
d91bfca5,75996da1,13/06/2026 12:47:06,13/06/2026,Aelton,Cirurgia,,,,,Ortopedia
31038ac4,96028f6d,07/01/2026 17:13:33,07/01/2026,Aelton,Cirurgia,,,,,Ortopedia
f42f7aec,96028f6d,27/03/2026 14:54:12,27/03/2026,Aelton,Vacina,,,Respiratória,Vacina Gripe Canina (Bordetella),
7038546d,96028f6d,01/10/2025 17:25:30,01/10/2025,Aelton,Medicamento,Suplementos / Vitaminas,Cálcio,,,
7089219d,ad380d2c,11/01/2026 15:53:14,11/01/2026,Victor,Medicamento,Suplementos / Vitaminas,Cálcio,,,
f2fa1872,ad380d2c,03/04/2026 11:19:05,03/04/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
79249186,81856c7e,24/05/2026 16:33:05,24/05/2026,Victor,Cirurgia,,,,,Ortopedia
2e45878a,682693c6,29/05/2026 11:47:17,29/05/2026,Victor,Medicamento,Anestésico / Sedativo,Cetamina,,,
3975603d,80ab6b18,28/10/2025 16:43:52,28/10/2025,Michelly,Cirurgia,,,,,Amputação
7baa5e88,63108878,20/04/2026 12:24:26,20/04/2026,Michelly,Cirurgia,,,,,Ortopedia
94ccf3af,63108878,05/06/2026 16:59:54,05/06/2026,Michelly,Consulta Veterinária,,,,,
aa53f17e,63108878,05/05/2026 14:25:09,05/05/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
feb9187f,63108878,23/04/2026 15:31:26,23/04/2026,Michelly,Vacina,,,Respiratória,Vacina Gripe Canina (Bordetella),
88c085ac,c5c93812,10/03/2026 11:59:35,10/03/2026,Victor,Cirurgia,,,,,Castração Emergencial
750430b3,c5c93812,07/11/2025 18:15:13,07/11/2025,Victor,Consulta Veterinária,,,,,
44fdaab4,c5c93812,20/12/2025 11:02:18,20/12/2025,Victor,Cirurgia,,,,,Castração Emergencial
0a8afe46,45971ff7,01/05/2026 12:09:25,01/05/2026,Michelly,Consulta Veterinária,,,,,
934ba884,45971ff7,21/05/2026 16:17:20,21/05/2026,Michelly,Vacina,,,Leptospirose,Vacina Leptospirose (Isolada),
40ab5119,45971ff7,10/05/2026 18:11:16,10/05/2026,Michelly,Vacina,,,Leptospirose,Vacina Leptospirose (Isolada),
fd7fbad6,45971ff7,22/05/2026 14:26:34,22/05/2026,Michelly,Castração,,,,,Castração Eletiva
c11be719,7306855f,25/04/2026 15:35:11,25/04/2026,Victor,Consulta Veterinária,,,,,
e75abf04,7306855f,06/05/2026 14:11:48,06/05/2026,Victor,Consulta Veterinária,,,,,
43534b29,7306855f,01/02/2026 13:18:50,01/02/2026,Victor,Vacina,,,Panleucopenia,Vacina Panleucopenia,
80051a2d,42a4a959,22/04/2026 11:55:51,22/04/2026,Victor,Cirurgia,,,,,Ortopedia
a0023864,42a4a959,08/05/2026 18:01:04,08/05/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
71669791,42a4a959,06/05/2026 15:25:57,06/05/2026,Victor,Consulta Veterinária,,,,,
861409be,42a4a959,02/05/2026 16:51:14,02/05/2026,Victor,Medicamento,Antiparasitario externo,Bravecto Top,,,
521c8614,725a1e08,01/02/2026 14:17:39,01/02/2026,Michelly,Vacina,,,Leptospirose,Vacina Leptospirose (Isolada),
fda30e3e,725a1e08,29/08/2025 11:08:58,29/08/2025,Michelly,Vacina,,,Tétano,Soro Antitetânico,
3facdce4,5624c07c,11/04/2026 11:09:53,11/04/2026,Michelly,Medicamento,Outro,Soro Fisiológico,,,
f46883a2,5624c07c,12/01/2026 16:13:09,12/01/2026,Michelly,Vacina,,,Panleucopenia,Vacina Panleucopenia,
39ffe3a9,5624c07c,02/03/2026 10:12:15,02/03/2026,Michelly,Vacina,,,Tétano,Toxoide Tetânico,
148d0975,5624c07c,11/04/2026 18:43:50,11/04/2026,Michelly,Castração,,,,,Castração Eletiva
e78f87d5,ded69336,09/06/2026 09:58:41,09/06/2026,Bruno,Cirurgia,,,,,Ortopedia
03d30fc3,5ffdf56b,17/04/2026 09:38:02,17/04/2026,Victor,Consulta Veterinária,,,,,
8c85c38c,5ffdf56b,16/03/2026 15:00:11,16/03/2026,Victor,Castração,,,,,Castração Eletiva
c358c362,5ffdf56b,16/02/2026 13:21:12,16/02/2026,Victor,Medicamento,Antiviral,Aciclovir,,,
7c6a9f0b,acb8f8f4,22/02/2026 17:57:49,22/02/2026,Aelton,Consulta Veterinária,,,,,
645ad583,acb8f8f4,23/03/2026 08:28:05,23/03/2026,Aelton,Castração,,,,,Castração Eletiva
a655ff56,acb8f8f4,01/12/2025 14:11:05,01/12/2025,Aelton,Castração,,,,,Castração Eletiva
93b00a00,acb8f8f4,18/02/2026 18:25:55,18/02/2026,Aelton,Vacina,,,Panleucopenia,Vacina Panleucopenia,
a5f74724,69367598,25/02/2026 13:27:03,25/02/2026,Victor,Consulta Veterinária,,,,,
bcf3c664,cfbf78d7,16/04/2026 15:23:40,16/04/2026,Michelly,Consulta Veterinária,,,,,
bc5d88f4,cfbf78d7,12/05/2026 12:07:36,12/05/2026,Michelly,Castração,,,,,Castração Eletiva
04ddad29,28cf9691,28/05/2026 16:38:35,28/05/2026,Bruno,Castração,,,,,Castração Eletiva
3bdad537,28cf9691,05/05/2026 17:15:32,05/05/2026,Bruno,Vacina,,,Brucelose,Vacina Brucelose,
492bb810,28cf9691,26/04/2026 11:18:38,26/04/2026,Bruno,Vacina,,,Leptospirose,Vacina Leptospirose (Isolada),
fcee2489,e0b42ca1,22/02/2026 10:39:17,22/02/2026,Bruno,Medicamento,Hormônio,Levotiroxina,,,
d57c6ec3,1abefa84,07/06/2026 13:43:28,07/06/2026,Aelton,Medicamento,Antialérgico,Apoquel,,,
62ef619f,1abefa84,14/06/2026 18:03:28,14/06/2026,Aelton,Castração,,,,,Castração Eletiva
aeccd9cd,cc6ec772,14/06/2026 10:04:46,14/06/2026,Bruno,Castração,,,,,Castração Eletiva
4c70d934,1a04e69a,01/03/2026 09:38:59,01/03/2026,Aelton,Castração,,,,,Castração Eletiva
5a1b177f,1a04e69a,14/02/2026 14:02:41,14/02/2026,Aelton,Castração,,,,,Castração Eletiva
538be358,f480ba6b,04/05/2026 08:14:46,04/05/2026,Victor,Vacina,,,Leptospirose,Vacina Leptospirose (Isolada),
55cf0ded,f480ba6b,09/05/2026 14:58:25,09/05/2026,Victor,Castração,,,,,Castração Eletiva
8a8c3326,f0242133,08/06/2026 13:35:34,08/06/2026,Victor,Vacina,,,Brucelose,Vacina Brucelose,
2b205a6b,f0242133,22/05/2026 14:00:45,22/05/2026,Victor,Cirurgia,,,,,Amputação
db1d1c13,f0242133,16/04/2026 13:32:05,16/04/2026,Victor,Castração,,,,,Castração Eletiva
a559ca14,f0242133,14/06/2026 08:48:44,14/06/2026,Victor,Medicamento,Cardiológico,Enalapril,,,
08f507df,928724e1,11/06/2026 11:55:58,11/06/2026,Victor,Medicamento,Antiviral,Aciclovir,,,
5966bc7d,7ee37a35,26/05/2026 18:49:59,26/05/2026,Michelly,Medicamento,Antibiótico,Doxiciclina,,,
48c4b431,7ee37a35,09/05/2026 11:46:28,09/05/2026,Michelly,Medicamento,Respiratório,Acetilcisteína,,,
a22b591e,7ee37a35,16/05/2026 09:11:48,16/05/2026,Michelly,Vacina,,,Brucelose,Vacina Brucelose,
c6dbaae5,bb25e752,12/05/2026 16:35:02,12/05/2026,Aelton,Vacina,,,Leptospirose,Vacina Leptospirose (Isolada),
c4d5185b,bb25e752,15/05/2026 09:42:57,15/05/2026,Aelton,Consulta Veterinária,,,,,
e75f54ab,35de37c1,02/05/2026 18:28:24,02/05/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
73911bd5,35de37c1,05/02/2026 08:33:14,05/02/2026,Victor,Medicamento,Hormônio,Insulina,,,
b468f251,c10f3792,08/03/2026 14:31:47,08/03/2026,Bruno,Medicamento,Dermatológico,Pomada Cicatrizante,,,
b17d5e3d,c10f3792,13/03/2026 10:20:11,13/03/2026,Bruno,Consulta Veterinária,,,,,
c8118cfe,51cb99ed,23/03/2026 11:23:19,23/03/2026,Aelton,Consulta Veterinária,,,,,
ac580e1c,51cb99ed,15/05/2026 10:41:06,15/05/2026,Aelton,Cirurgia,,,,,Ortopedia
4327d9e6,51cb99ed,17/05/2026 10:39:22,17/05/2026,Aelton,Medicamento,Antialérgico,Apoquel,,,
9456834a,51cb99ed,05/05/2026 10:45:28,05/05/2026,Aelton,Cirurgia,,,,,Remoção de Nódulo
33bc9987,4fa120c4,08/06/2026 14:09:04,08/06/2026,Bruno,Consulta Veterinária,,,,,
953db4c0,33227f97,05/05/2026 09:53:25,05/05/2026,Bruno,Medicamento,Antiviral,Aciclovir,,,
68b838c1,99d6ef34,16/08/2025 18:20:26,16/08/2025,Bruno,Medicamento,Antiparasitário interno,Simparic,,,
afa1fee3,8040a6c3,13/04/2026 17:56:36,13/04/2026,Bruno,Vacina,,,Polivalente,V5 Felina,
91669ecd,8040a6c3,07/05/2026 13:49:58,07/05/2026,Bruno,Cirurgia,,,,,Ortopedia
3b50a2b6,8040a6c3,01/06/2026 08:27:22,01/06/2026,Bruno,Cirurgia,,,,,Remoção de Nódulo
b011dab6,8040a6c3,16/05/2026 18:38:49,16/05/2026,Bruno,Cirurgia,,,,,Amputação
e003d899,ba8278d2,24/01/2026 09:21:32,24/01/2026,Bruno,Cirurgia,,,,,Castração Emergencial
1103d2c2,ba8278d2,29/04/2026 18:53:27,29/04/2026,Bruno,Castração,,,,,Castração Eletiva
5e1b0a78,ba8278d2,12/06/2026 18:23:18,12/06/2026,Bruno,Medicamento,Antiparasitario externo,Bravecto Top,,,
c6e5b616,18c6022c,31/12/2025 11:36:30,31/12/2025,Victor,Medicamento,Ontológico,Limpador Auricular,,,
0a25d84c,40bff7a5,08/04/2026 11:46:49,08/04/2026,Bruno,Medicamento,Hormônio,Insulina,,,
3ac677cb,40bff7a5,12/02/2026 12:40:45,12/02/2026,Bruno,Cirurgia,,,,,Amputação
f7c704f2,c543fea6,17/05/2026 08:29:16,17/05/2026,Michelly,Cirurgia,,,,,Castração Emergencial
d288b1c5,c543fea6,31/05/2026 08:52:05,31/05/2026,Michelly,Cirurgia,,,,,Castração Emergencial
7bc6b402,c543fea6,13/06/2026 18:26:38,13/06/2026,Michelly,Consulta Veterinária,,,,,
43323ffe,1011c605,28/04/2026 15:34:28,28/04/2026,Bruno,Medicamento,Anestésico / Sedativo,Acepromazina,,,
e637994b,1011c605,25/05/2026 12:54:42,25/05/2026,Bruno,Castração,,,,,Castração Eletiva
113f6768,1011c605,11/05/2026 09:56:30,11/05/2026,Bruno,Consulta Veterinária,,,,,
49f2b8cd,1011c605,22/05/2026 15:47:43,22/05/2026,Bruno,Medicamento,Ontológico,Gota Otológica,,,
408e165d,3d97fe83,24/05/2026 13:30:37,24/05/2026,Michelly,Consulta Veterinária,,,,,
29fbddf2,3d97fe83,22/05/2026 14:46:04,22/05/2026,Michelly,Vacina,,,Tétano,Toxoide Tetânico,
ced49e33,4ffc0460,07/04/2026 13:10:42,07/04/2026,Michelly,Consulta Veterinária,,,,,
8aa05c39,4ffc0460,09/06/2026 12:39:33,09/06/2026,Michelly,Vacina,,,Gastrointestinal,Vacina Giárdia,
d62b483e,4ffc0460,29/03/2026 18:26:25,29/03/2026,Michelly,Consulta Veterinária,,,,,
